codigo;oem;descripcion;modelos;precio
2282/00;TAAA-7522-A;BOLITA HORQUILLA EMBRAGUE;FALCON/F-100/700;954
2282/30;TAAA-7522-A;BOLITA HORQUILLA EMBRAGUE ;FALCON/F-100/700;954
2282/36;F81Z-7B602-AA;PLASTICO HORQUILLA EMBRAGUE;F-100/250 DUTY M.CUMMINS;857
2285/00;BA-C9OZ-7521-A;REGISTRO DE EMBRAGUE;FALCON/F-100 6 CIL.;1659
2285/04;BA-C90Z-7521-A;REGISTRO DE EMBRAGUE ;FALCON/F-100 6 CIL.;1775
2288/00;BA-C6TZ-7521-B;REGISTRO DE EMBRAGUE ;F-100 66/ 8C./4-203/F-350 68/ 8C.;1179
2288/03;T71-721361-A;REGISTRO DE EMBRAGUE ;RANGER/F-100/150 95/MAXION;2635
2288/04;_;REGISTRO DE EMBRAGUE ;RANGER/F-100/150 95/ MAXION/MWM;2635
2288/08;78GB-7L609-BA;KIT CREMALLERA PEDAL EMBRAGUE;ESCORT 88/94;1598
2288/11;BA-D9TZ-7521-A;VARILLA PEDAL EMBRAGUE AL BALANCIN 460 MM.;F-100 68/73 6C.;1217
2288/23;2SA-721627;VARILLA PEDAL EMBRAGUE AL BALANCIN 450 MM.;F-100/150/4000 MWM;2482
2288/28;BA-E1DS-7521-A;REGISTRO DE EMBRAGUE ;F-600/7000 81/;1846
2288/31;77FB-7L584-AC;TRINQUETE PEDAL DE EMBRAGUE;SIERRA/ESCORT/ORION;32
2288/47;95VB-7520-AB;PEDAL DE EMBRAGUE;TRANSIT 96/;7663
2288/48;94AB-7L583-BB;KIT CREMALLERA PEDAL EMBRAGUE;ESCORT 97/;1753
2288/56;94AB-7L583-BB;CREMALLERA PEDAL EMBRAGUE ;ESCORT 97/;1567
2288/60;547 721947 K;KIT CREMALLERA PEDAL EMBRAGUE;ESCORT/ORION 94/96;1753
2288/64;96AB-7519-AA;PEDAL DE EMBRAGUE;ESCORT 97/;7182
2288/65;_;KIT 2 ACOPLES CRAPODINA HIDRAULICA UNIVERSALES;FIESTA/KA/FOCUS/ECOSPORT;3065
2288/66;5S45-7A512-AB;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;FOCUS 05/09;5070
2288/67;2S65-7A512-BA;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;FIESTA 02/09;3534
2288/68;2N15-7A512-DB;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;ECOSPORT;3534
2288/69;1S55-7A512-AA;CAÑO CONEXION BOMBA PEDAL EMBRAGUE;FIESTA 96/03/KA 97/;3207
2288/70;97KB-7A543-AB;"BOMBA PEDAL EMBRAGUE EJE NEGRO ""VICEM""";KA 96/98;8867
2288/71;96FB-7A543-AF;"BOMBA PEDAL EMBRAGUE EJE VERDE""VICEM""";FIESTA/COURIER 96/98;8867
2288/72;XS61-7A543-AA;"BOMBA PEDAL EMBRAGUE ""VICEM""";ESCORT/FIESTA/KA/COURIER 99/;7581
2288/73;2S61-7A543-AC;"BOMBA PEDAL EMBRAGUE ""VICEM""";ECOSPORT   /11;5641
2288/74;4L5Z-7A543-AA;"KIT BOMBA PEDAL EMBRAGUE ""PAULUCCI""";RANGER/EXPLORER;20269
2288/75;3C45-2143-BA;VARILLA BOMBA PEDAL DE EMBRAGUE;RANGER/EXPLORER;1932
2288/76;9S65-7A512-AC;CAÑO BOMBA PEDAL EMBRAGUE;FIESTA 02/14 ROCAM/ECOSPORT 10/12;3382
2288/77;AM55-7A512-AB;CAÑO BOMBA PEDAL EMBRAGUE;FOCUS 09/   /ECOSPORT 12/;2772
2288/78;_;VALVULA SEGURIDAD BOMBA PEDAL EMBRAGUE;FIESTA/KA/FOCUS/ECOSPORT;6300
2288/79;AE8Z-7A543-A;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";FIESTA 10/   KINECTIC;6978
2288/80;1M51-7A543-AB;"BOMBA PEDAL EMBRAGUE ""VICEM""";FOCUS 99/;9217
2288/81;CN15-7A543-BB;"BOMBA PEDAL EMBRAGUE ""PAULUCCI""";ECOSPORT KINETIC 12/;7401
2288/82;E3B1-7A543-AA;BOMBA PEDAL EMBRAGUE ;KA/FIESTA 13/    KINETIC;6696
2288/83;3C11-7A508-AB;CILINDRO AUXILIAR DE EMBRAGUE;RANGER 12/    2.2/3.2 M.PUMA;11592
2288/84;AB39-7A543-AC;BOMBA PEDAL EMBRAGUE;RANGER 12/   2.2/3.2 M.PUMA;7696
2288/88;6C11-7A543-AD;BOMBA PEDAL EMBRAGUE;TRANSIT 10/14 2.2/2.4 TDCI;7481
2288/89;XS61-7L586-AA;PERNO PLASTICO BOMBA PEDAL;FIESTA/ECOSPORT 03/14;94
2288/90;95FB-7C534-AA;INTERRUPTOR PEDAL EMBRAGUE ;FIESTA/KA 97/  /ECOSPORT;175
2288/95;6C3Z-7A581-A;BUJE RETEN VARILLA BOMBA PEDAL;RANGER/F-100/4000 98/;180
2288/97;AB39-7C560-AB/AC;PURGADOR DE EMBRAGUE HIDRAULICO;RANGER/TRANSIT 12/   2.2/3.2 M.PUMA;3585
2288/98;AB39-7A512-JBX;ACOPLE TUBO BOMBA PEDAL;RANGER 12/   2.2/3.2 M.PUMA;3297
2289/00;BA-D1DS-7521-B;REGISTRO DE EMBRAGUE ;F-250/350 6PF-305/F-600/700 72/81;1459
2289/01;BA-E1TZ-7521-E;REGISTRO DE EMBRAGUE ;F-100 81/83 8 CIL./4-203;1307
2289/02;BA-E1TZ-7521-C;REGISTRO DE EMBRAGUE ;F-600/7000 81/;2430
2289/03;TNM-721361;REGISTRO DE EMBRAGUE ;F-100/4000 92/  MWM;7522
2292/00;BA-DODZ-7507-A;SOPORTE BALANCIN LADO CHASIS ;FALCON 70/92;976
2294/00;BA-C6TZ-7507-A;SOPORTE BALANCIN LADO CHASIS ;F-100/350 68/  8 CIL./PERKINS;3391
2294/01;BA-C9TZ-7507-A;SOPORTE BALANCIN LADO CHASIS ;F-100 69/81 6 CIL.;3273
2294/05;T71-141703;SOPORTE BALANCIN LADO CHASIS ;F-100/150/F-4000 92/  MWM;2812
2294/06;TNL-141703-RA;SOPORTE BALANCIN LADO CHASIS;F-100/150 92/  NAFTA;2981
2296/00;BA-C9OZ-7A572-A;SOPORTE BALANCIN LADO MOTOR  ;FALCON 70/92;1100
2298/00;BA-C6TZ-7A572-A;SOPORTE BALANCIN LADO MOTOR  ;F-100/350 66/88 8 CIL.;2271
2299/01;BA-C9TZ-7A572-A;SOPORTE BALANCIN LADO MOTOR;F-100 69/81 6 CIL.;1564
2299/02;BA-D1DS-7A572-A;SOPORTE BALANCIN LADO MOTOR;F-250/350 71/81 PERKINS 6-305;1360
2299/03;_;BOLITA SOPORTE BALANCIN ESTRIADA;F-100/600;724
2299/04;BA-E1TZ-7A572-A;SOPORTE BALANCIN LADO MOTOR  ;F-100 81/   PERKINS;1840
2299/05;BA-E1TZ-7A572-B;SOPORTE BALANCIN LADO MOTOR  ;F-100 81/   6 CIL.;2693
2299/10;T71-711273;SOPORTE BALANCIN LADO MOTOR;F-100/4000 92/   MWM;2326
2304/01;BA-D3DZ-7528-A;BALANCIN DE EMBRAGUE ;FALCON 73/92;4205
2308/00;BA-C6TZ-7528-A;BALANCIN DE EMBRAGUE ;F-100/350 66/73 8 CIL./PERKINS;3490
2308/01;BA-D4TZ-7528-B;BALANCIN DE EMBRAGUE ;F-100/350 74/81 8 CIL./PERKINS;3490
2308/02;BA-C9TZ-7528-A;BALANCIN DE EMBRAGUE ;F-100 69/73 6 CIL.;3320
2308/03;BA-D4TZ-7528-A;BALANCIN DE EMBRAGUE ;F-100 74/81 6 CIL.;3490
2308/04;BA-E1TZ-7528-C;BALANCIN DE EMBRAGUE ;F-100 81/83 6 CIL.;5056
2308/07;BA-E2TZ-7528-A;BALANCIN DE EMBRAGUE ;F-100/350 83/   8 CIL./PERKINS;4290
2308/10;TNL-721271-RA;BALANCIN DE EMBRAGUE ;F-100/150 92/   NAFTA;5704
2308/11;TNQ-721271;BALANCIN DE EMBRAGUE (EJE 140 MM.);F-100/4000 92/    MWM;5704
2312/00;C2TZ-7517-A;MEDIA NUEZ BALANCIN (PLASTICA);F-100/600;96
2312/01;BA-C7TZ-7A535-A;ROTULA BALANCIN LADO MOTOR;F-100/600 68/;977
2312/03;BA-C7TZ-7A535-A;ROTULA BALANCIN LADO MOTOR (ROSCA LARGA);F-100/600 68/;1515
2312/0B;C2TZ-7517-A;MEDIA NUEZ BALANCIN (BRONCE);F-100/600;531
2314/01;COAZ-7526-AK;KIT 2 BUJES VARILLA PEDAL DE EMBRAGUE (10 MM.);F-100/700;347
2314/04;COAZ-7526-A;BUJE PLASTICO VARILLA PEDAL EMBRAGUE;FALCON/F-100/7000;23
2315/00;C1DD-7543-AK;KIT REPARACION BALANCIN (PLASTICO);FALCON 62/92;271
2315/07;C2TZ-7517-AKP;KIT REPARACION BALANCIN (PLASTICO);F-100/600;576
2315/09;C2TZ-7517-AKB;KIT REPARACION BALANCIN (BRONCE);F-100/600;2351
2316/10;B7AZ-2471-A;BUJE DE PEDALERA ;FALCON 62/92/F-100/350 66/81;37
2316/11;EOTZ-2471-A;BUJE DE PEDALERA;F-100/150/350/4000 81/;131
2317/03;E4TZ-2L252-B;SOPORTE DE PEDALERA;F-100/350 81/92;23620
2317/07;FOTZ-2L252-B;SOPORTE DE PEDALERA;F-100/150/4000 92/;23620
2317/15;EOTZ-7506-A;EJE DE PEDALERA CON TUERCAS;F-100 81/92;2664
2317/17;T71-721075;EJE DE PEDALERA CON TUERCAS;F-100/150/4000 92/ MWM;2664
2317/18;_;KIT EJE PEDALERA CON BUJES;RANGER;3690
2317/19;_;EJE PEDAL EMBRAGUE CON BUJES;FIESTA/ECOSPORT 03/14;1130
2317/20;2S61-2461-AA;KIT 2 BUJES EJE PEDAL EMBRAGUE;FIESTA/ECOSPORT 03/14;647
2323/21;72EB-2457-BA;CUBRE PEDAL EMBRAGUE/FRENO;ESCORT 88/92;49
2323/25;89FB-2457-AA;CUBRE PEDAL EMBRAGUE/FRENO;ESCORT/FIESTA/KA/COURIER 93/;151
2324/03;BAD4TZ-7523-A;RESORTE PEDAL EMBRAGUE;F-100 74/83 6 C./F-250/350 6-305 74/75;345
2324/04;BAD4TZ-7523-B;RESORTE PEDAL EMBRAGUE;F-100/350 8C./4-203/F-250/350 8C.74/83;345
2324/06;BAC8TZ-7523-A;RESORTE PEDAL EMBRAGUE;F-100/350 68/73 8 CIL./4-203;526
2324/25;TNM-311711;RESORTE HORQUILLA EMBRAGUE ;F-100/4000 92/ MWM;326
2324/26;_;RESORTE HORQUILLA EMBRAGUE ;F-100/4000 92/ MWM;326
2324/44;_;KIT RESORTES PATIN DERECHO   ;ESCORT 97/;808
2324/45;_;KIT RESORTES PATIN IZQUIERDO ;ESCORT 97/;808
2324/54;_;"KIT RESORTES PATIN (2 RUEDAS)T/BENDIX 11""";RANGER/EXPLORER;4305
2324/55;_;"KIT RESORTES PATIN DERECHO   T/BENDIX 10""";RANGER/EXPLORER;1872
2324/56;_;"KIT RESORTES PATIN IZQUIERDO T/BENDIX 10""";RANGER/EXPLORER;1872
2324/57;_;"KIT RESORTES PATIN DERECHO   T/BENDIX 11""";RANGER/EXPLORER;2153
2324/58;_;"KIT RESORTES PATIN IZQUIERDO T/BENDIX 11""";RANGER/EXPLORER;2153
2324/59;_;KIT RESORTES PATIN 1 RUEDA;RANGER 12/;1056
2324/76;_;KIT RESORTES PATIN DERECHO;FIESTA/KA/COURIER;638
2324/77;_;KIT RESORTES PATIN IZQUIERDO;FIESTA/KA/COURIER;638
2324/86;_;KIT RESORTES DE PATIN T/ATE (2 RUEDAS);GALAXY;986
2324/90;171 609707;RESORTE SUPERIOR PATIN T/ATE;GALAXY;130
2324/91;171 609717;RESORTE INFERIOR   PATIN T/ATE;GALAXY;162
2324/92;171 609711;RESORTE LEVA FRENO MANO T/ATE;GALAXY;127
2324/93;171 609715;RESORTE CUÑA PATIN T/ATE;GALAXY;64
2324/94;171 609705;CUÑA AJUSTE PATIN T/ATE ;GALAXY;969
2324/96;_;KIT RESORTES PATIN (1 RUEDA);FIESTA 03/;306
2324/97;_;KIT RESORTES PATIN (2 RUEDAS);FIESTA 03/;612
2325/00;BAC3DZ-2035-A;RESORTE SUPERIOR PATIN;FALCON 64/;180
2325/01;BAC6TZ-2035-A;RESORTE SUPERIOR PATIN;F-100 66/;180
2325/04;BAC3DZ-2049-B;RESORTE INFERIOR PATIN;FALCON/F100 66/84;175
2325/05;C6TZ-2049-B;RESORTE INFERIOR PATIN DELANTERO Y TRASERO;F-250/350 68/;222
2325/07;C6TZ-2296-A;RESORTE SUPERIOR PATIN DELANTERO Y TRASERO;F-250/350 68/;262
2325/13;B5A-2035-A;RESORTE SUPERIOR PATIN;F-100 59/65;225
2325/15;BAC9OZ-2035-A;RESORTE INFERIOR PATIN;F-100 85/92;237
2325/16;BAC9OZ-2035-B;RESORTE SUPERIOR SECUNDARIO PATIN ;F-100 85/;225
2325/17;BE2C-2K035-BS;RESORTE SUPERIOR PATIN ;F-100/150 93/;225
2325/18;BE2C-2K035-BI;RESORTE INFERIOR PATIN ;F-100/150 93/;237
2325/19;C6TZ-2068-D;RESORTE RETEN PATIN DERECHO ;F-250/350 68/;262
2325/20;C6TZ-2068-A;RESORTE RETEN PATIN IZQUIERDO ;F-250/350 68/;262
2325/21;C9TZ-2A180-A;RESORTE REGULADOR FRENO DERECHO   ;F-250/350 68/;102
2325/22;C9TZ-2A180-B;RESORTE REGULADOR FRENO IZQUIERDO ;F-250/350 68/;102
2325/33;_;CLAVO ANCLA PATIN 38 MM.;GALAXY/ESCORT;223
2325/35;_;CLAVO ANCLA PATIN 52 MM.;FALCON/F-100;250
2325/36;_;CLAVO ANCLA PATIN 56 MM.;F-100/600;252
2325/39;C7TZ-2069-A;CLAVO DE PATIN (CURVO);F-250/350 68/;151
2325/48;BA-C9OZ-2A176-AK;"KIT REGULACION AUTOMATICA T/BENDIX 11"" DER.";F-100/150 85/;1622
2325/49;BA-C9OZ-2A177-AK;"KIT REGULACION AUTOMATICA T/BENDIX 11"" IZQ.";F-100/150 85/;1622
2325/54;_;RESORTE SUPERIOR PATIN IZQUIERDO ;FIESTA/KA/COURIER;198
2325/55;_;RESORTE SUPERIOR PATIN DERECHO;FIESTA/KA/COURIER;198
2325/56;_;RESORTE INFERIOR PATIN;FIESTA/KA/COURIER;115
2325/57;_;RESORTE TIRADOR REGISTRO;FIESTA/KA/COURIER;165
2325/58;_;RESORTE LEVA FRENO MANO IZQUIERDO;FIESTA/KA/COURIER;147
2325/59;_;RESORTE LEVA FRENO MANO DERECHO;FIESTA/KA/COURIER;147
2325/61;_;RESORTE SUPERIOR PATIN DERECHO   T/VARGA;ESCORT 88/93;64
2325/62;_;RESORTE TIRADOR REGISTRO  T/VARGA;ESCORT 88/93;28
2325/64;_;RESORTE LEVA FRENO MANO DERECHO   T/VARGA;ESCORT 88/93;28
2325/80;_;KIT RESORTES Y ANCLAJES PATIN DELANTERO;F-100 66/84;1060
2325/81;_;KIT RESORTES Y ANCLAJES T/BENDIX;F-250/350 68/;1545
2325/82;_;KIT RESORTES Y CLAVOS ANCLAJE T/BENDIX;F-250/350 68/;843
2325/83;_;KIT CUÑAS Y RESORTES T/ATE (2 RUEDAS);GALAXY;2108
2325/84;_;KIT RESORTES Y ANCLAJES PATIN TRASERO;F-100 66/84;1186
2325/85;_;KIT RESORTES Y ANCLAJES PATIN TRASERO;F-100/150 85/;1341
2325/87;_;KIT RESORTES Y ANCLAJES T/ATE;GALAXY;948
2325/90;_;"KIT RESORTES PATIN 10"" ";FALCON 64/;672
2325/91;_;"KIT RESORTES Y ANCLAJES PATIN 10""";FALCON 64/;1182
2325/93;_;KIT RESORTES PATIN DELANTERO;F-100 66/84;546
2325/94;_;KIT RESORTES PATIN TRASERO;F-100 66/84;672
2325/95;BE2C-2K035-B;KIT RESORTES PATIN TRASERO;F-100/150 85/;827
2325/96;_;KIT RESORTES PATIN T/BENDIX;F-250/350 68/;1029
2326/01;BAC3DZ-2041-AK;REGISTRO DE PATIN;FALCON 64/82;1682
2326/02;BA-C6TZ-2041-AK;REGISTRO DE PATIN;F-100 66/84;1682
2326/03;BA-E7TZ-2041-A;REGISTRO DE PATIN IZQUIERDO;F-100/150 85/98;1598
2326/04;BA-E7TZ-2041-B;REGISTRO DE PATIN DERECHO;F-100/150 85/98;1598
2326/16;8A-2092;TAPON GOMA REGISTRO PATIN FRENO;FALCON/F-100/600;102
2326/22;BA-C3DZ-2106-A;HORQUILLA SEGURO PERNO LEVA FRENO T/BENDIX;FALCON/F-100/150;37
2326/24;BAC6TZ-2A637-A;LEVA FRENO MANO DERECHA   T/BENDIX;F-100/150 57/98;1208
2326/25;BAC6TZ-2A638-A;LEVA FRENO MANO IZQUIERDA T/BENDIX ;F-100/150 57/98;1208
2326/48;_;"CABLE REGULACION AUTOMATICA T/BENDIX 11"" ";F-100/150 85/;1012
2326/52;_;"CABLE REGULACION AUTOMATICA T/BENDIX 10"" (282 MM.)";RANGER;1399
2326/53;_;"CABLE REGULACION AUTOMATICA T/BENDIX 11"" (317 MM.)";RANGER;1408
2326/58;92VB-2K286-AA;KIT REGULACION PATINES FRENO;TRANSIT   /00;2974
2326/60;_;RESORTE SUPERIOR PATIN;ESCORT/ORION 94/96;119
2326/62;_;RESORTE LEVA FRENO MANO DERECHO;ESCORT/ORION 94/96;71
NULL;;;;
2326/64;_;RESORTE SUPERIOR PATIN DERECHO   ;ESCORT 97/;288
2326/65;_;RESORTE SUPERIOR PATIN IZQUIERDO ;ESCORT 97/;288
2326/66;_;RESORTE INFERIOR PATIN ;ESCORT 97/;115
2326/67;_;RESORTE LEVA FRENO MANO DERECHO   ;ESCORT 97/;224
2326/68;_;RESORTE LEVA FRENO MANO IZQUIERDO ;ESCORT 97/;224
2326/69;_;RESORTE TIRADOR REGISTRO ;ESCORT 97/;165
2326/70;_;RESORTE SUPERIOR PATIN;FIESTA 03/;185
2326/71;_;RESORTE INFERIOR PATIN;FIESTA 03/;115
2326/80;_;RESORTE DE PATIN T/BENDIX ;RANGER/EXPLORER;511
2326/81;_;"RESORTE DE PATIN T/BENDIX 11"" ";RANGER/EXPLORER;275
2326/82;_;RESORTE DE PATIN T/BENDIX ;RANGER/EXPLORER;275
2326/83;_;RESORTE DE PATIN T/BENDIX ;RANGER/EXPLORER;415
2326/84;_;RESORTE DE PATIN T/BENDIX ;RANGER/EXPLORER;351
2326/85;_;RESORTE REGULADOR DER. T/BENDIX ;RANGER/EXPLORER;160
2326/86;_;RESORTE REGULADOR IZQ. T/BENDIX ;RANGER/EXPLORER;160
2326/90;_;RESORTE SUPERIOR PATIN ;F-4000;225
2326/91;_;RESORTE INFERIOR PATIN;F-4000;275
2326/95;_;RESORTE REGISTRO DERECHO   T/BENDIX BOSCH;TRANSIT;91
2326/96;_;RESORTE REGISTRO IZQUIERDO T/BENDIX BOSCH;TRANSIT;91
2326/98;_;RESORTE GATILLO IZQUIERDO T/BENDIX BOSCH;TRANSIT;112
2327/06;BA-E1TZ-2780-A;PALANCA FRENO DE MANO AL PISO ;F-100/350 74/;10440
2327/09;3S45-2780-AA;PALANCA FRENO DE MANO;FOCUS;9434
2327/11;6N15-2780-BD;PALANCA FRENO DE MANO;ECOSPORT/FIESTA MAX 03/;14173
2327/14;AB31-2780-AE;PALANCA FRENO DE MANO;RANGER 12/;12827
2328/01;BAC8DZ-2A601-A;RESORTE SEPARADOR LEVA FRENO T/BENDIX;FALCON/F-100/150 57/98;123
2333/01;_;FLEXIBLE FRENO DEL.IZQ.         390 MM.       77940;FALCON/FAIRLANE 71/92;2226
2333/02;_;FLEXIBLE FRENO DEL.DER.       390 MM.       77941;FALCON/FAIRLANE 71/92;2226
2333/03;_;FLEXIBLE FRENO TRASERO      355 MM.       26013;FALCON 62/92;1194
2333/08;305 611707 1;FLEXIBLE FRENO DELANTERO 385 MM.      342930;GALAXY;1134
2333/10;84AU-2078-B;FLEXIBLE FRENO DELANTERO 425 MM.      372981;ESCORT 88/93;1405
2333/11;84AU-2282-A;FLEXIBLE FRENO TRAS.IZQ.     285 MM.    2382103;ESCORT 88/93;520
2333/15;96FB-2078-DA;FLEXIBLE FRENO DELANTERO 440 MM.   388181;FIESTA 95 ESPAÑOL;760
2333/16; .;FLEXIBLE FRENO DELANTERO 420 MM.       3043;FIESTA 95 ESPAÑOL 2da SERIE;2681
2333/20;95AB-2078-AD;FLEXIBLE FRENO DEL.DER.        425 MM.      3050;ESCORT 97/;3584
2333/22;95AB-2078-BC;FLEXIBLE FRENO DEL.IZQ.  425 MM.             3051;ESCORT 97/;3584
2333/24;97KB-2078-BB;FLEXIBLE FRENO DELANTERO 540 MM.       3046;KA 96/;2684
2333/25;97KB-2078-AA;FLEXIBLE FRENO TRASERO   415 MM.         3047;KA 96/;1372
2333/30;_;FLEXIBLE FRENO DELANTERO 480 MM.      49927;F-100 66/83/F-250/350 68/;1622
2333/31;_;FLEXIBLE FRENO DELANTERO 485 MM.MACHO LARGO  49927/1;F-100/150 83/85;1630
2333/32;_;FLEXIBLE FRENO TRASERO   475 MM.        36083;F-100 60/85/F-600/700 68/;1261
2333/33;_;FLEXIBLE FRENO DEL.IZQ.  650 MM.       483826-I;F-100/150 85/91;2716
2333/34;_;FLEXIBLE FRENO DEL.DER.  650 MM.    483826-D;F-100/150 85/91;2716
